15822,14426.767
15823,19682.588
15824,34396.19
15825,12174.935
15827,26743.963
15828,13401.708
15829,4897.2383
15830,12378.824
15831,11020.996
15832,17538.076
15833,28313.775
15834,11483.377
15836,19700.4
15838,14183.294
15840,14202.471
15841,16261.29
15842,36961.004
15843,10554.415
15844,24173.258
15845,13177.66
15846,9259.099
15847,12979.748
15848,16782.824
15849,11435.597
15850,26491.516
15851,11773.332
15852,21616.703
15853,14348.098
15854,18091.725
15855,14025.739
15856,13704.957
15857,21179.014
15858,18218.787
15859,35465.176
15860,10222.605
15861,13688.369
15862,12710.502
15863,14695.419
15864,15169.04
15865,21179.201
15866,9909.22
15867,11704.947
15868,23109.617
15869,14303.773
15870,27639.984
15871,11479.672
15873,24444.55
15874,22370.277
15875,21454.246
15876,18699.994
15877,37240.863
15878,16682.422
15879,13749.38
15880,14334.618
15881,16902.158
15882,19066.852
15883,6735.3315
15884,12661.625
15885,15478.982
15887,11904.956
15888,21948.32
15889,29461.004
15890,10371.784
15891,27455.895
15892,14475.703
15893,21648.412
15894,11417.985
15895,25177.348
15897,13716.09
15898,10064.02
15899,16318.205
15900,12518.919
15901,23408.38
15902,19421.049
15903,13931.494
15904,18865.53
15905,33158.746
15906,11238.243
15907,10457.205
15908,26140.9
15909,13815.25
15910,14297.513
15912,15313.275
15913,18658.398
15914,11598.177
15915,28290.223
15916,24292.63
15918,19549.27
15919,5763.708
15920,13432.366
15921,33009.184
15922,11195.01
15923,13046.222
15924,13553.172
15925,15458.66
15926,10604.253
15927,25072.506
15928,15380.392
15929,12258.482
15930,14729.54
15932,13839.518
15933,14327.45
15934,7416.627
15935,12659.361
15936,28917.59
15937,11412.9
15939,9577.529
15940,26429.365
15941,14635.534
15942,13591.438
15943,10763.209
15944,16356.852
15945,20604.074
15947,19685.41
15949,18863.299
15950,37599.453
15951,11295.947
15952,23209.805
15953,11885.897
15954,13338.716
15955,15212.093
15957,11127.258
15958,11388.59
15959,15898.344
15960,26977.135
15961,11076.893
15962,17707.176
15963,12396.898
15964,23171.8
15965,13712.685
15966,18237.004
15967,37224.438
15968,11407.3545
15969,25264.033
15970,22072.404
15971,12258.474
15972,15008.64
15973,18985.027
15974,9361.563
16239,7328.44
16240,4481.483
16241,4949.843
16243,4086.286
16244,3604.828
16246,7097.8506
16247,6342.15
16248,7270.171
16249,5405.5796
16252,3714.114
16253,9338.8545
16255,4191.163
16256,7020.1465
16257,9941.128
16258,9285.392
16259,5095.818
16260,7633.092
16261,6540.1797
16262,4231.611
16264,4677.5557
16265,5039.7783
16266,4147.702
16267,3586.1604
16268,4852.383
16269,8827.651
16270,6985.454
16271,5070.899
16272,4151.224
16273,6097.1855
16274,9602.993
16275,4319.3813
16276,4253.0215
16277,5066.397
16278,3499.1616
16279,9895.025
16280,9334.216
16281,7249.844
16282,9638.216
16283,6874.1294
16284,4856.0635
16285,5364.1987
16286,4416.259
16287,4957.5938
16288,8962.049
16289,8786.37
16290,6656.6724
16291,4151.6553
16292,5535.0312
16293,3763.3586
16294,9608.544
16295,4027.1306
16296,4244.319
16297,5891.468
16298,4822.6567
16299,6847.205
16300,4475.0303
16301,6245.243
16302,9948.014
16303,3473.7717
16304,9951.161
16305,4007.066
16306,3800.0735
16307,9037.05
16308,9498.905
16309,5049.8965
16310,5547.1074
16312,3985.9004
16313,5303.7256
16315,5844.7056
16316,4513.6035
16317,6697.532
16318,3694.3147
16319,8905.938
16320,5861.723
16321,6970.4985
16323,8924.667
16324,7353.9873
16325,5360.199
16326,9430.493
16327,9681.483
16328,5688.146
16329,4261.317
16330,5348.542
16332,5342.043
16333,6998.4087
16334,4440.164
16336,5357.5283
16337,3151.519
16338,6686.3877
16339,3819.3413
16340,8977.657
16341,6981.9155
16342,10093.288
16343,4718.122
16345,6932.32
16346,7714.5005
16347,6035.893
16348,10118.303
16349,4389.9365
16350,4227.424
16351,9115.093
16353,6968.977
16354,5288.6323
16355,4486.201
16356,3609.0916
16357,13101.378
16358,4906.979
16359,4363.418
16360,9049.107
16361,6446.178
16363,4272.8184
16364,3832.5308
16365,6351.195
16366,10254.219
16367,8937.856
16368,6640.5977
16369,4283.4854
16370,5513.151
16371,9351.579
16372,4947.863
16373,7016.8013
16374,5128.205
16375,6970.545
16377,5482.7344
16378,3691.7456
16379,7874.726
16380,7769.932
16381,4937.94
16383,6895.0454
16386,3800.0735
16387,5853.873
16388,9715.319
16389,8282.189
16390,3609.0916
16391,4354.1855
16392,9974.357
16393,3422.7163
16395,5527.752
16396,6136.765
16397,4738.9604
16399,7240.998
16401,3409.4739
16402,4724.806
16404,10030.998
16405,5697.996
16406,3386.4414
16407,4546.736
16408,4496.008
16409,9270.355
16410,6204.8237
16411,3515.4363
16412,4717.5024
16413,4631.0796
16414,9792.994
16415,4028.444
16416,8902.351
16417,5552.501
16418,7049.842
16419,8734.548
16420,5290.7485
16421,7415.069
16422,4563.823
16423,3632.4634
16424,5626.5015
16425,4576.3203
16426,13134.173
16427,6048.893
16429,3733.7397
16431,9210.864
16432,4315.2544
16433,6679.1787
16434,4471.3247
16435,5220.595
16436,10451.273
