15822,14559.689
15823,18104.71
15824,35296.31
15825,12494.673
15827,25466.37
15828,13921.74
15829,5532.5
15830,13038.577
15831,11327.241
15832,18242.992
15833,29426.178
15834,11939.58
15836,19552.16
15838,14934.17
15840,14414.519
15841,14962.541
15842,37439.23
15843,11465.118
15844,24587.576
15845,13878.449
15846,7257.2847
15847,13315.104
15848,16569.291
15849,11444.907
15850,27304.812
15851,12047.161
15852,20949.58
15853,14848.723
15854,18184.824
15855,14879.581
15856,13733.4375
15857,19490.332
15858,16907.877
15859,37636.8
15860,11079.698
15861,14110.372
15862,13191.425
15863,14685.698
15864,15093.576
15865,22954.969
15866,7426.6196
15867,11588.43
15868,22954.438
15869,13825.074
15870,29613.201
15871,11975.801
15873,24871.34
15874,24133.764
15875,19570.104
15876,17246.654
15877,37378.113
15878,16543.816
15879,14043.869
15880,14419.492
15881,18951.635
15882,18263.61
15883,7358.5405
15884,13195.499
15885,14713.416
15887,10871.907
15888,21550.22
15889,30658.521
15890,11280.229
15891,27500.28
15892,14424.594
15893,21802.867
15894,11404.331
15895,24084.709
15897,14129.051
15898,9020.098
15899,16317.054
15900,13000.228
15901,26831.697
15902,17218.133
15903,13684.661
15904,17241.113
15905,31878.814
15906,11065.374
15907,10928.812
15908,24728.375
15909,13958.883
15910,14721.594
15912,15753.242
15913,17382.146
15914,11517.324
15915,29779.6
15916,23395.818
15918,18455.494
15919,6258.746
15920,13555.898
15921,31623.96
15922,9737.904
15923,12411.185
15924,12912.366
15925,14594.157
15926,8969.614
15927,21094.186
15928,14133.608
15929,11723.285
15930,14493.744
15932,14274.611
15933,14840.376
15934,7182.244
15935,13028.079
15936,29466.584
15937,11910.808
15939,9338.05
15940,24909.076
15941,14548.118
15942,13982.492
15943,12194.164
15944,16186.806
15945,21901.578
15947,19446.932
15949,17177.857
15950,37721.496
15951,11296.22
15952,23741.684
15953,12213.502
15954,13897.222
15955,15658.78
15957,11276.472
15958,11587.038
15959,15801.553
15960,28170.951
15961,11559.651
15962,18186.088
15963,13414.894
15964,24767.947
15965,14503.831
15966,17613.361
15967,38740.996
15968,11089.108
15969,23034.682
15970,17663.584
15971,13344.821
15972,14897.39
15973,17935.418
15974,6932.847
16239,7593.832
16240,4510.818
16241,5303.459
16243,4009.8337
16244,3871.5168
16246,7531.107
16247,6712.4316
16248,7528.9565
16249,6053.359
16252,3788.4993
16253,9216.508
16255,4303.396
16256,7636.141
16257,9357.049
16258,9187.687
16259,4826.1055
16260,8313.419
16261,7289.256
16262,4667.757
16264,4958.829
16265,5281.525
16266,4022.668
16267,3493.9001
16268,4660.3926
16269,8408.016
16270,7602.4395
16271,5886.3965
16272,4240.1543
16273,5905.438
16274,9228.277
16275,4231.4653
16276,4198.8296
16277,4823.8105
16278,3504.9321
16279,9400.161
16280,9720.286
16281,7528.9565
16282,8342.396
16283,7432.246
16284,5190.172
16285,5042.0786
16286,4379.2197
16287,4844.9033
16288,8711.348
16289,8408.016
16290,7004.5244
16291,4457.402
16292,6545.526
16293,3865.8306
16294,9563.245
16295,4137.0166
16296,4461.5107
16297,6068.492
16298,5272.3677
16299,7304.491
16300,4403.6445
16301,6698.369
16302,10312.704
16303,3509.585
16304,9746.026
16305,4162.277
16306,4044.5408
16307,8977.536
16308,9390.738
16309,5191.425
16310,5756.4263
16312,4247.3657
16313,5206.884
16315,6440.6133
16316,3786.6929
16317,7292.5405
16318,4215.261
16319,8834.733
16320,6507.3394
16321,7471.9023
16323,8607.164
16324,7962.6216
16325,6521.017
16326,9907.635
16327,10041.646
16328,6352.573
16329,4352.3574
16330,6080.76
16332,4962.9653
16333,7534.956
16334,4430.1455
16336,4893.678
16337,3027.3381
16338,7113.503
16339,4063.2227
16340,9048.381
16341,7486.507
16342,10273.25
16343,4593.166
16345,7330.2686
16346,7977.5986
16347,6874.4673
16348,10303.845
16349,4736.062
16350,4436.6953
16351,9063.218
16353,7416.808
16354,5133.368
16355,4479.959
16356,3705.738
16357,13803.163
16358,5332.8438
16359,4461.9844
16360,8865.287
16361,7034.537
16363,4536.165
16364,4003.8142
16365,8084.275
16366,10330.196
16367,8573.446
16368,6954.9067
16369,4450.399
16370,5224.846
16371,9620.333
16372,5567.083
16373,7402.4346
16374,5443.125
16375,7400.0044
16377,5405.6914
16378,3722.7947
16379,9010.343
16380,8191.983
16381,5038.5845
16383,7164.109
16386,3985.1328
16387,6552.4927
16388,9483.134
16389,8228.551
16390,3670.6377
16391,4417.4785
16392,10261.524
16393,3575.6162
16395,7088.2837
16396,6570.345
16397,4663.657
16399,7614.74
16401,3536.6665
16402,4932.075
16404,10595.303
16405,6121.7
16406,3580.5625
16407,5282.5083
16408,4973.2075
16409,8869.659
16410,6506.114
16411,3689.0735
16412,4940.6304
16413,5215.692
16414,10343.17
16415,4505.7993
16416,9092.194
16417,6113.2847
16418,7371.1177
16419,8695.542
16420,5264.2144
16421,8049.8164
16422,4881.5894
16423,3925.4668
16424,5815.592
16425,4853.934
16426,13640.691
16427,6593.785
16429,4146.816
16431,9190.252
16432,4435.737
16433,7793.277
16434,4550.305
16435,5195.9434
16436,10872.714
